,Tweets Ago,Media,Tweet,Date,Compound,Positive,Negative,Neutral
259,60,CNN,Supreme Court Justice Ruth Bader Ginsburg praises the #MeToo movement and reveals one of her own experiences with s… https://t.co/SQKbtv0oBi,Mon Jan 22 03:15:13 +0000 2018,0.886,0.38,0.62,0.0
260,61,CNN,"""Three Billboards Outside Ebbing, Missouri"" wins Outstanding Performance by a Cast in a Motion Picture.… https://t.co/rU8zw8vTgC",Mon Jan 22 03:02:47 +0000 2018,0.8271,0.391,0.609,0.0
261,62,CNN,Nicole Kidman took home the #SAGAwards for outstanding performance by a female actor in a TV movie or limited serie… https://t.co/3bQF2kmQzY,Mon Jan 22 03:02:06 +0000 2018,0.4767,0.175,0.742,0.083
262,63,CNN,Europe is breathing a sigh of relief over Germany https://t.co/sibSjzBaRv https://t.co/hDo4OQ2CsC,Mon Jan 22 03:00:13 +0000 2018,0.4939,0.344,0.656,0.0
263,64,CNN,Frances McDormand wins Outstanding Performance by a Female Actor in a Leading Role. https://t.co/cPly9Wzl8b… https://t.co/0pnW5sXMV1,Mon Jan 22 02:58:56 +0000 2018,0.8271,0.412,0.588,0.0
264,65,CNN,The Senate is scheduled to vote on ending the shutdown at noon Monday. Majority Leader Mitch McConnell says he woul… https://t.co/x8wZNaxX4P,Mon Jan 22 02:53:07 +0000 2018,0.0,0.0,1.0,0.0
265,66,CNN,Gary Oldman wins Outstanding Performance by a Male Actor in a Leading Role. https://t.co/cPly9Wzl8b #SAGAwards https://t.co/ixoZxgSplC,Mon Jan 22 02:49:05 +0000 2018,0.8271,0.391,0.609,0.0
266,67,CNN,A new cache of text messages exchanged between two top FBI officials that have come under fire for criticizing then… https://t.co/qzgyE1MVks,Mon Jan 22 02:45:06 +0000 2018,-0.4767,0.076,0.717,0.207
267,68,CNN,"""This Is Us"" wins Outstanding Performance by an Ensemble in a Drama Series. https://t.co/cPly9Wzl8b #SAGAwards https://t.co/QnEFVBXweh",Mon Jan 22 02:44:25 +0000 2018,0.8271,0.372,0.628,0.0
268,69,CNN,"JUST IN: The federal government remains shut down, CNN's Manu Raju reports. There won't be a vote tonight. https://t.co/vy63uQZYRw",Mon Jan 22 02:43:39 +0000 2018,0.0,0.0,1.0,0.0
269,70,CNN,Kristen Bell kicks off #SAGAwards with a jab at First Lady Melania Trump https://t.co/q1WJtuTDU1 https://t.co/kw0Afu4uNN,Mon Jan 22 02:38:03 +0000 2018,0.0,0.0,1.0,0.0
270,71,CNN,Claire Foy wins Outstanding Performance by a Female Actor in a Drama Series. https://t.co/cPly9Wzl8b #SAGAwards https://t.co/aSlYEbos7Y,Mon Jan 22 02:32:54 +0000 2018,0.8271,0.391,0.609,0.0
271,72,CNN,"Gunmen have raided a hotel in Kabul, killing at least 18 people during a 12-hour standoff, Afghan officials say… https://t.co/j9kasmK6yo",Mon Jan 22 02:30:16 +0000 2018,-0.6597,0.0,0.794,0.206
272,73,CNN,Sterling K. Brown wins Outstanding Performance by a Male Actor in a Drama Series. https://t.co/cPly9Wzl8b #SAGAwards https://t.co/awSnjf0cyJ,Mon Jan 22 02:26:45 +0000 2018,0.8271,0.372,0.628,0.0
273,74,CNN,RT @CNNent: A look at the life and career of Morgan Freeman. The actor received a Lifetime Achievement Award at the 2018 #SAGAwards. https:…,Mon Jan 22 02:17:17 +0000 2018,0.7351,0.237,0.763,0.0
274,75,CNN,The 1% grabbed 82% of all wealth created in 2017 https://t.co/fEHnwRDWdX https://t.co/qfbPXaiiFA,Mon Jan 22 02:15:07 +0000 2018,0.6369,0.342,0.658,0.0
275,76,CNN,Morgan Freeman receives Lifetime Achievement Award. https://t.co/NooctD19aC #SAGAwards https://t.co/DJMeWOeFRH,Mon Jan 22 02:12:11 +0000 2018,0.7351,0.47,0.53,0.0
276,77,CNN,RT @CNNent: Gallery: Your favorite movies and TV shows that won big at Sunday's #SAGAwards. https://t.co/cRd1CedWtI,Mon Jan 22 02:01:02 +0000 2018,0.7717,0.324,0.676,0.0
277,78,CNN,Amazon to (finally) open checkout-free store in Seattle https://t.co/KDxGTwDVGT https://t.co/j3ImHJyAB2,Mon Jan 22 02:00:20 +0000 2018,0.1779,0.159,0.841,0.0
278,79,CNN,Nicole Kidman wins Outstanding Performance by a Female Actor in a TV Movie or Limited Series.… https://t.co/Koh8kveNo2,Mon Jan 22 01:53:46 +0000 2018,0.7783,0.356,0.556,0.088
279,80,CNN,White House changes public voice mail to blame Democrats for shutdown https://t.co/afUSsexqeB https://t.co/FQtBkhXcyM,Mon Jan 22 01:45:06 +0000 2018,-0.34,0.0,0.833,0.167
280,81,CNN,Alexander Skarsgård wins Outstanding Performance by a Male Actor in a TV Movie or Limited Series.… https://t.co/0WFapRDqtx,Mon Jan 22 01:43:16 +0000 2018,0.7783,0.356,0.556,0.088
281,82,CNN,RT @CNNent: Follow along as we keep track of the big winners at Sunday's #SAGAwards. https://t.co/e790RjYlMG,Mon Jan 22 01:39:52 +0000 2018,0.4767,0.171,0.829,0.0
282,83,CNN,Sam Rockwell wins Outstanding Performance by a Male Actor in a Supporting Role. https://t.co/cPly9Wzl8b #SAGAwards https://t.co/yAzHv9BNrb,Mon Jan 22 01:33:41 +0000 2018,0.891,0.491,0.509,0.0
283,84,CNN,These are the lesser-known effects of a government shutdown https://t.co/RY8xVVlrPB https://t.co/jGYrssrab8,Mon Jan 22 01:30:03 +0000 2018,0.0,0.0,1.0,0.0
284,85,CNN,Allison Janney wins Outstanding Performance by a Female Actor in a Supporting Role. https://t.co/cPly9Wzl8b… https://t.co/XAuD4xuNNL,Mon Jan 22 01:28:30 +0000 2018,0.891,0.515,0.485,0.0
285,86,CNN,"""Veep"" wins Outstanding Performance by an Ensemble in a Comedy Series. https://t.co/cPly9Wzl8b #SAGAwards https://t.co/1oJ7HDaNpU",Mon Jan 22 01:18:16 +0000 2018,0.8807,0.505,0.495,0.0
286,87,CNN,Women take center stage at the SAG Awards https://t.co/U0ZaRKU6w0 https://t.co/fRQYZr5J0q,Mon Jan 22 01:15:04 +0000 2018,0.4588,0.25,0.75,0.0
287,88,CNN,Julia Louis-Dreyfus wins Outstanding Performance by a Female Actor in a Comedy Series. https://t.co/cPly9Wzl8b… https://t.co/2wuDVWDM1J,Mon Jan 22 01:13:49 +0000 2018,0.8807,0.505,0.495,0.0
288,89,CNN,William H. Macy wins Outstanding Performance by a Male Actor in a Comedy Series. https://t.co/cPly9Wzl8b #SAGAwards https://t.co/sFWDcVgczu,Mon Jan 22 01:09:40 +0000 2018,0.8807,0.459,0.541,0.0
289,90,CNN,Here's the full list of the 2018 Screen Actors Guild Awards nominations: https://t.co/5sjsy9wCyT. @CNNent will be u… https://t.co/hR1vMGqlT1,Mon Jan 22 01:00:07 +0000 2018,0.4588,0.15,0.85,0.0
290,91,CNN,"On the shutdown, Democrats have a lot of explaining to do https://t.co/vJmTGHkEFV | via @CNNOpinion https://t.co/TkZX9zW0UM",Mon Jan 22 00:45:06 +0000 2018,0.0,0.0,1.0,0.0
291,92,CNN,Congress is scrambling to reach a deal to reopen the government after it shut down Friday. Follow CNN's live blog f… https://t.co/acihclf7QW,Mon Jan 22 00:30:09 +0000 2018,0.0258,0.052,0.948,0.0
292,93,CNN,"""Dealmaker in chief"" largely absent in weekend shutdown negotiations https://t.co/ssPxVKMMQh https://t.co/LgRobFjMMz",Mon Jan 22 00:15:15 +0000 2018,0.0,0.0,1.0,0.0
293,94,CNN,"Democratic Sen. Chuck Schumer speaking at Capitol Hill: ""We are in a Trump shutdown. ... It all really stems from t… https://t.co/ZZqLMApoP3",Mon Jan 22 00:00:17 +0000 2018,0.0,0.0,1.0,0.0
294,95,CNN,How the shutdown could hurt Wall Street's top regulator https://t.co/aX7O3LIhqP https://t.co/5gTnppEPxC,Sun Jan 21 23:45:05 +0000 2018,-0.3818,0.127,0.634,0.239
295,96,CNN,Interior Secretary Ryan Zinke says national parks shouldn't be a bargaining chip in the shutdown showdown… https://t.co/wx0RwXNfni,Sun Jan 21 23:30:09 +0000 2018,0.0,0.0,1.0,0.0
296,97,CNN,Why I march: People reveal what compelled them to rally across the US https://t.co/YTLa1qYOTB https://t.co/vCMZp00TSc,Sun Jan 21 23:15:06 +0000 2018,0.0516,0.085,0.915,0.0
297,98,CNN,Republican Sen. Rand Paul says Democrats spiked his immigration compromise to end shutdown https://t.co/LaZBMpZuPV https://t.co/4aDj8rtWP3,Sun Jan 21 23:00:42 +0000 2018,0.0,0.0,1.0,0.0
298,99,CNN,"Sen. Bernie Sanders on Republicans having control of Congress and the White House: “These guys, especially the Pres… https://t.co/1D8iDmwxA4",Sun Jan 21 22:45:10 +0000 2018,0.0,0.0,1.0,0.0
299,100,CNN,"""I will not be lectured about what our military needs by a five-deferment draft dodger."" Democratic Sen. Tammy Duck… https://t.co/SutXxK9Hzs",Sun Jan 21 22:31:45 +0000 2018,0.0,0.0,1.0,0.0
300,1,FoxNews,".@StephenBaldwin7: ""It's pretty clear that the progressive movement is going to do everything it can to message as… https://t.co/fRrRq6lQOn",Mon Jan 22 09:52:01 +0000 2018,0.7003,0.254,0.746,0.0
301,2,FoxNews,".@Jim_Jordan: ""The Democrat National Committee and the Clinton campaign paid Fusion GPS who paid Christopher Steele… https://t.co/ZPCaPrBMPT",Mon Jan 22 09:40:04 +0000 2018,0.0,0.0,1.0,0.0
302,3,FoxNews,".@JudgeJeanine: ""To show you how mean-spirited the Democrats are, they are shutting the government down over a bill… https://t.co/CUutRE544d",Mon Jan 22 09:30:04 +0000 2018,0.0,0.0,1.0,0.0
303,4,FoxNews,"On @foxandfriends, @DiamondandSilk assailed Senate Democrats for allegedly turning ""choosing other people over the… https://t.co/4IxLkPRqSN",Mon Jan 22 09:22:06 +0000 2018,0.0,0.0,1.0,0.0
304,5,FoxNews,"On ""Justice,"" Senior Counselor to the president @KellyannePolls told @JudgeJeanine that @realDonaldTrump's presiden… https://t.co/zj4YfbI3sI",Mon Jan 22 09:21:06 +0000 2018,0.0,0.0,1.0,0.0
305,6,FoxNews,"Philippines volcano sends huge plume of ash into sky, prompts warning from officials https://t.co/oWgWtRJZ1J via… https://t.co/wpqcCkP7dK",Mon Jan 22 09:18:33 +0000 2018,-0.0258,0.123,0.749,0.128
306,7,FoxNews,.@newtgingrich: @POTUS's first year proves we are incredibly fortunate to have him as our president… https://t.co/MzS5ALN6EP,Mon Jan 22 09:14:00 +0000 2018,0.4927,0.176,0.824,0.0
307,8,FoxNews,".@GOPChairwoman: ""We are in the right position to keep those majorities"" in 2018. https://t.co/1snkJkzLXw",Mon Jan 22 09:11:05 +0000 2018,0.0,0.0,1.0,0.0
308,9,FoxNews,".@mercedesschlapp: ""These Democrats could stop holding hostage our military families, our troops, these vulnerable… https://t.co/njsiE9T6VP",Mon Jan 22 09:04:02 +0000 2018,-0.296,0.0,0.864,0.136
309,10,FoxNews,".@TomiLahren: ""We've got the Democrats - @chuckschumer included - who are putting illegal immigrants over the milit… https://t.co/DITBQytPA2",Mon Jan 22 09:00:03 +0000 2018,-0.5574,0.0,0.806,0.194
310,11,FoxNews,Sen. Doug Jones co-sponsors bill to pay military during government shutdown https://t.co/XaRNZvbp3g via @LukasMikelionis,Mon Jan 22 08:54:30 +0000 2018,-0.1027,0.0,0.903,0.097
311,12,FoxNews,China threatens military buildup in South China Sea after US Navy warship's passage: paper https://t.co/QK7KKLzqDI,Mon Jan 22 08:40:43 +0000 2018,-0.3818,0.0,0.843,0.157
312,13,FoxNews,".@EricTrump: ""People have seen a year that's incredible, that's been filled with nothing but the best for our count… https://t.co/FMtiU6UzsU",Mon Jan 22 08:38:06 +0000 2018,-0.6759,0.0,0.798,0.202
313,14,FoxNews,"On @foxandfriends, @SebGorka gave his prediction for how the government #shutdown will end. https://t.co/OHVN1WSDAZ https://t.co/WwGjuEmRIE",Mon Jan 22 08:34:05 +0000 2018,0.0,0.0,1.0,0.0
314,15,FoxNews,".@LouDobbs: ""I can't imagine why people would hire illegal immigrants and then turn themselves in to authorities. S… https://t.co/ANUn0D3Tcs",Mon Jan 22 08:25:03 +0000 2018,-0.5574,0.0,0.833,0.167
315,16,FoxNews,".@EricTrump: ""People have seen a year that's incredible, that's been filled with nothing but the best for our count… https://t.co/HXIYjP77Fw",Mon Jan 22 08:20:03 +0000 2018,-0.6759,0.0,0.798,0.202
316,17,FoxNews,"On ""Fox Report,"" @BlakemanB blasted the legacy of President @BillClinton and @HillaryClinton.… https://t.co/LQYVhOB8zh",Mon Jan 22 08:05:02 +0000 2018,0.0,0.0,1.0,0.0
317,18,FoxNews,".@SteveHiltonx: ""It's perfectly obvious that this shutdown is engineered by @TheDemocrats in order to pander to the… https://t.co/Ge1ug03kUl",Mon Jan 22 08:00:06 +0000 2018,0.6369,0.198,0.802,0.0
318,19,FoxNews,".@RoyBlunt: ""This is the #SchumerShutdown. There is no reason for this to have occurred."" https://t.co/z8ezVqZyLu",Mon Jan 22 08:00:06 +0000 2018,-0.296,0.0,0.864,0.136
319,20,FoxNews,"Empire State Building lights up to honor Eagles, Patriots and New Yorkers are not happy https://t.co/nMsb2kWJkK via @RyanGaydos",Mon Jan 22 07:58:16 +0000 2018,0.0521,0.144,0.721,0.135
320,21,FoxNews,".@StephenBaldwin7: ""It's pretty clear that the progressive movement is going to do everything it can to message as… https://t.co/fRrRq6lQOn",Mon Jan 22 09:52:01 +0000 2018,0.7003,0.254,0.746,0.0
321,22,FoxNews,".@Jim_Jordan: ""The Democrat National Committee and the Clinton campaign paid Fusion GPS who paid Christopher Steele… https://t.co/ZPCaPrBMPT",Mon Jan 22 09:40:04 +0000 2018,0.0,0.0,1.0,0.0
322,23,FoxNews,".@JudgeJeanine: ""To show you how mean-spirited the Democrats are, they are shutting the government down over a bill… https://t.co/CUutRE544d",Mon Jan 22 09:30:04 +0000 2018,0.0,0.0,1.0,0.0
323,24,FoxNews,"On @foxandfriends, @DiamondandSilk assailed Senate Democrats for allegedly turning ""choosing other people over the… https://t.co/4IxLkPRqSN",Mon Jan 22 09:22:06 +0000 2018,0.0,0.0,1.0,0.0
324,25,FoxNews,"On ""Justice,"" Senior Counselor to the president @KellyannePolls told @JudgeJeanine that @realDonaldTrump's presiden… https://t.co/zj4YfbI3sI",Mon Jan 22 09:21:06 +0000 2018,0.0,0.0,1.0,0.0
325,26,FoxNews,"Philippines volcano sends huge plume of ash into sky, prompts warning from officials https://t.co/oWgWtRJZ1J via… https://t.co/wpqcCkP7dK",Mon Jan 22 09:18:33 +0000 2018,-0.0258,0.123,0.749,0.128
326,27,FoxNews,.@newtgingrich: @POTUS's first year proves we are incredibly fortunate to have him as our president… https://t.co/MzS5ALN6EP,Mon Jan 22 09:14:00 +0000 2018,0.4927,0.176,0.824,0.0
327,28,FoxNews,".@GOPChairwoman: ""We are in the right position to keep those majorities"" in 2018. https://t.co/1snkJkzLXw",Mon Jan 22 09:11:05 +0000 2018,0.0,0.0,1.0,0.0
328,29,FoxNews,".@mercedesschlapp: ""These Democrats could stop holding hostage our military families, our troops, these vulnerable… https://t.co/njsiE9T6VP",Mon Jan 22 09:04:02 +0000 2018,-0.296,0.0,0.864,0.136
329,30,FoxNews,".@TomiLahren: ""We've got the Democrats - @chuckschumer included - who are putting illegal immigrants over the milit… https://t.co/DITBQytPA2",Mon Jan 22 09:00:03 +0000 2018,-0.5574,0.0,0.806,0.194
330,31,FoxNews,Sen. Doug Jones co-sponsors bill to pay military during government shutdown https://t.co/XaRNZvbp3g via @LukasMikelionis,Mon Jan 22 08:54:30 +0000 2018,-0.1027,0.0,0.903,0.097
331,32,FoxNews,China threatens military buildup in South China Sea after US Navy warship's passage: paper https://t.co/QK7KKLzqDI,Mon Jan 22 08:40:43 +0000 2018,-0.3818,0.0,0.843,0.157
332,33,FoxNews,".@EricTrump: ""People have seen a year that's incredible, that's been filled with nothing but the best for our count… https://t.co/FMtiU6UzsU",Mon Jan 22 08:38:06 +0000 2018,-0.6759,0.0,0.798,0.202
333,34,FoxNews,"On @foxandfriends, @SebGorka gave his prediction for how the government #shutdown will end. https://t.co/OHVN1WSDAZ https://t.co/WwGjuEmRIE",Mon Jan 22 08:34:05 +0000 2018,0.0,0.0,1.0,0.0
334,35,FoxNews,".@LouDobbs: ""I can't imagine why people would hire illegal immigrants and then turn themselves in to authorities. S… https://t.co/ANUn0D3Tcs",Mon Jan 22 08:25:03 +0000 2018,-0.5574,0.0,0.833,0.167
335,36,FoxNews,".@EricTrump: ""People have seen a year that's incredible, that's been filled with nothing but the best for our count… https://t.co/HXIYjP77Fw",Mon Jan 22 08:20:03 +0000 2018,-0.6759,0.0,0.798,0.202
336,37,FoxNews,"On ""Fox Report,"" @BlakemanB blasted the legacy of President @BillClinton and @HillaryClinton.… https://t.co/LQYVhOB8zh",Mon Jan 22 08:05:02 +0000 2018,0.0,0.0,1.0,0.0
337,38,FoxNews,".@SteveHiltonx: ""It's perfectly obvious that this shutdown is engineered by @TheDemocrats in order to pander to the… https://t.co/Ge1ug03kUl",Mon Jan 22 08:00:06 +0000 2018,0.6369,0.198,0.802,0.0
338,39,FoxNews,".@RoyBlunt: ""This is the #SchumerShutdown. There is no reason for this to have occurred."" https://t.co/z8ezVqZyLu",Mon Jan 22 08:00:06 +0000 2018,-0.296,0.0,0.864,0.136
339,40,FoxNews,"Empire State Building lights up to honor Eagles, Patriots and New Yorkers are not happy https://t.co/nMsb2kWJkK via @RyanGaydos",Mon Jan 22 07:58:16 +0000 2018,0.0521,0.144,0.721,0.135
340,41,FoxNews,".@RepDeSantis: ""[@TheDemocrats] have sent a signal to the American people that says, 'We care about giving benefits… https://t.co/TfbE74BJUE",Mon Jan 22 07:55:01 +0000 2018,0.6808,0.272,0.728,0.0
341,42,FoxNews,".@SebGorka: ""@TheDemocrats say illegal immigrants are the priority over Americans and that's just shameful.""… https://t.co/Fz0v0TbWl5",Mon Jan 22 07:48:05 +0000 2018,-0.5574,0.0,0.795,0.205
342,43,FoxNews,".@dbongino: ""It's about @TheDemocrats sticking it to @realDonaldTrump and  the American taxpayer citizens that vote… https://t.co/Ww3BbjwgQM",Mon Jan 22 07:41:04 +0000 2018,0.0,0.0,1.0,0.0
343,44,FoxNews,".@AnnCoulter: ""If [@POTUS] doesn't build the wall and deport illegals, this country is over."" https://t.co/8PkGHGYC4m",Mon Jan 22 07:38:04 +0000 2018,0.0,0.0,1.0,0.0
344,45,FoxNews,Trump's relationship with top Dems 'deteriorating' amid shutdown standoff https://t.co/9tZJC1J6MM via @LukasMikelionis,Mon Jan 22 07:19:53 +0000 2018,0.2023,0.141,0.859,0.0
345,46,FoxNews,".@BlakemanB: ""History is not going to be kind... to the fact that the Clintons put us through years of torture in p… https://t.co/SrMs2b7SnA",Mon Jan 22 07:15:06 +0000 2018,-0.5994,0.0,0.849,0.151
346,47,FoxNews,".@SteveDaines: ""The reason that the government has shut down is because of a controversial illegal immigration poli… https://t.co/8K6HuzCMJR",Mon Jan 22 07:09:05 +0000 2018,-0.6597,0.0,0.735,0.265
347,48,FoxNews,".@LouDobbs: ""We have needed a wall for a long time. We now, right now, have returned to the same levels of apprehen… https://t.co/cxhOiOOouu",Mon Jan 22 06:54:06 +0000 2018,0.0,0.0,1.0,0.0
348,49,FoxNews,".@DiamondandSilk: ""Who [#WomensMarch celebrities] needed to be preaching to is preach to liberal Hollywood, that's… https://t.co/IJcoaF57cO",Mon Jan 22 06:42:06 +0000 2018,0.0,0.0,1.0,0.0
349,50,FoxNews,California Democrats want some businesses to fork over half tax-cut savings to state https://t.co/0HMsqKiJ6h via @EDeMarche,Mon Jan 22 06:33:54 +0000 2018,0.0772,0.08,0.92,0.0
350,51,FoxNews,"Ben Stein: ""It shocks me that @TheDemocrats would close the government down when government spending on defense is… https://t.co/3r7kmatWDj",Mon Jan 22 06:12:01 +0000 2018,-0.2732,0.071,0.806,0.123
351,52,FoxNews,".@DrDarrinPorcher: ""@POTUS is taking a forward step in trying to protect us as a nation."" https://t.co/BxowNqx7HG",Mon Jan 22 05:54:01 +0000 2018,0.3818,0.167,0.833,0.0
352,53,FoxNews,.@SenSchumer on illegal immigrants in 2009. https://t.co/2KfJDr32e0 https://t.co/oAktBKmSa2,Mon Jan 22 05:42:04 +0000 2018,-0.5574,0.0,0.66,0.34
353,54,FoxNews,".@FranklinGraham: ""I'm just grateful to the president. I find him to be an honest person. I find him to be a person… https://t.co/RSB2MDSDJT",Mon Jan 22 05:14:02 +0000 2018,0.743,0.259,0.741,0.0
354,55,FoxNews,".@RepDavid: ""This isn't a logjam over policy. In many ways when you look at the Senate, it's almost a policy to be… https://t.co/YwyT8z2dga",Mon Jan 22 05:00:05 +0000 2018,0.0,0.0,1.0,0.0
355,56,FoxNews,"On the one-year anniversary of @realDonaldTrump's inauguration, a #Trump supporter holds signs in front of the U.S… https://t.co/bbjH6cfgWi",Mon Jan 22 04:56:06 +0000 2018,0.2732,0.116,0.884,0.0
356,57,FoxNews,Gutierrez: Let Trump Build 'Offensive' Wall If 800K DACA Recipients Stay Protected https://t.co/gPb3UsoQJQ https://t.co/uEXJtisls2,Mon Jan 22 04:55:03 +0000 2018,0.4404,0.182,0.818,0.0
357,58,FoxNews,.@RepGutierrez: Let @POTUS Build 'Offensive' Wall If 800K DACA Recipients Stay Protected https://t.co/gPb3UsoQJQ https://t.co/UyB9Fu8wVn,Mon Jan 22 04:41:03 +0000 2018,0.4404,0.182,0.818,0.0
358,59,FoxNews,.@HillaryClinton on a illegal immigration and border security in 2015. https://t.co/2KfJDr32e0 https://t.co/RC9V4qPqrR,Mon Jan 22 04:41:01 +0000 2018,-0.296,0.16,0.6,0.24
359,60,FoxNews,".@Jim_Jordan: ""The Democrat National Committee and the Clinton campaign paid Fusion GPS who paid Christopher Steele… https://t.co/Ra4sutjWL4",Mon Jan 22 04:25:03 +0000 2018,0.0,0.0,1.0,0.0
360,61,FoxNews,"On ""Justice,"" Senior Counselor to the president @KellyannePolls told @JudgeJeanine that @realDonaldTrump's presiden… https://t.co/ZbxvDD3NTu",Mon Jan 22 04:16:22 +0000 2018,0.0,0.0,1.0,0.0
361,62,FoxNews,"Aziz Ansari receives no applause, skips the Screen Actors Guild Awards amid sexual misconduct controversy https://t.co/lOuZC5UMPd",Mon Jan 22 04:13:03 +0000 2018,0.5574,0.276,0.619,0.105
362,63,FoxNews,"Yesterday, @HillaryClinton tweeted about the #WomensMarch2018. https://t.co/Dax5im91Kh https://t.co/R5uyzU9YLk",Mon Jan 22 04:07:03 +0000 2018,0.0,0.0,1.0,0.0
363,64,FoxNews,".@JudgeJeanine: ""To show you how mean-spirited the Democrats are, they are shutting the government down over a bill… https://t.co/G7nWbe3a6d",Mon Jan 22 04:05:02 +0000 2018,0.0,0.0,1.0,0.0
364,65,FoxNews,"A coalition of liberal activists, including @PPFA President @CecileRichards, headlined a #PowertothePolls rally in… https://t.co/xSsXn67hEP",Mon Jan 22 04:00:48 +0000 2018,0.0,0.0,1.0,0.0
365,66,FoxNews,#Shutdown enters third day as McConnell calls for bipartisan compromise: 'Step back from the brink' https://t.co/7hKqLsf5Tv,Mon Jan 22 03:55:42 +0000 2018,0.0,0.0,1.0,0.0
366,67,FoxNews,".@SecretaryZinke Cleans Up Trash, Offers Tours on National Mall During Shutdown   https://t.co/p1iQATT193",Mon Jan 22 03:53:42 +0000 2018,0.0,0.0,1.0,0.0
367,68,FoxNews,"Explosive device triggers fire at Florida mall, forcing evacuation https://t.co/4kaa3Rc50k",Mon Jan 22 03:52:50 +0000 2018,-0.34,0.0,0.789,0.211
368,69,FoxNews,"RT @FoxNewsResearch: Most Senators and Representatives earn $174,000 per year, nearly three times higher than the U.S. median household inc…",Mon Jan 22 03:52:31 +0000 2018,0.0,0.0,1.0,0.0
369,70,FoxNews,"Malia Obama spotted with new boyfriend, former 'head boy' of posh British prep school https://t.co/FPAqFF7Qn1",Mon Jan 22 03:45:50 +0000 2018,0.0,0.0,1.0,0.0
370,71,FoxNews,".@ChrisCoons: ""Instead of throwing tweets from the @WhiteHouse, [@realDonaldTrump should] pull together the four le… https://t.co/PRghKn1ofA",Mon Jan 22 03:45:26 +0000 2018,0.0,0.0,1.0,0.0
371,72,FoxNews,#PowertothePolls kickoff in Las Vegas; @WillCarrFNC reports. https://t.co/2liVEC3HTQ https://t.co/aUdnAxDf2E,Mon Jan 22 03:41:43 +0000 2018,0.0,0.0,1.0,0.0
372,73,FoxNews,Foles throws 3 TDs as Eagles rout Vikings in NFC Championship Game https://t.co/YcuDChXLFw,Mon Jan 22 03:35:02 +0000 2018,-0.368,0.167,0.577,0.256
373,74,FoxNews,.@BarackObama on illegal immigration in 2006. https://t.co/2KfJDr32e0 https://t.co/EXzMnYapB8,Mon Jan 22 03:31:03 +0000 2018,-0.5574,0.0,0.66,0.34
374,75,FoxNews,".@MickMulvaneyOMB: ""I will look you in the eye and tell you that President #Obama wanted that shutdown...and he wan… https://t.co/XvQjpx9c3Q",Mon Jan 22 03:27:15 +0000 2018,0.0,0.0,1.0,0.0
375,76,FoxNews,"At yesterday's Los Angeles #WomensMarch, actor @robreiner had blistering words for President @realDonaldTrump.… https://t.co/iCahrE7Fw5",Mon Jan 22 03:20:05 +0000 2018,0.0,0.0,1.0,0.0
376,77,FoxNews,".@MickMulvaneyOMB: ""Let's be clear— the president wants to resolve DACA."" #FoxNewsSunday https://t.co/dy1mEnCvDf",Mon Jan 22 03:18:39 +0000 2018,0.3818,0.191,0.809,0.0
377,78,FoxNews,"On @foxandfriends, @DiamondandSilk assailed Senate Democrats for allegedly turning ""choosing other people over the… https://t.co/V2umE0VfDk",Mon Jan 22 03:17:00 +0000 2018,0.0,0.0,1.0,0.0
378,79,FoxNews,".@MickMulvaneyOMB: ""The #Obama Administration chose to weaponize the #shutdown."" #FoxNewsSunday https://t.co/IFoQQkzhFN",Mon Jan 22 03:15:13 +0000 2018,0.0,0.0,1.0,0.0
379,80,FoxNews,".@MickMulvaneyOMB on government shutdown: ""What you will see will not be as dramatic as you saw in 2013.""… https://t.co/2pSJVdWryM",Mon Jan 22 03:13:51 +0000 2018,0.0,0.0,1.0,0.0
380,81,FoxNews,".@AnnCoulter: ""If [@POTUS] doesn't build the wall and deport illegals, this country is over."" https://t.co/UnsHAv002S",Mon Jan 22 03:09:06 +0000 2018,0.0,0.0,1.0,0.0
381,82,FoxNews,Cops may bring in cadaver dogs to search for possible remains of other children at Calif. 'house of horrors' https://t.co/aEFjQc5cHy,Mon Jan 22 03:07:01 +0000 2018,-0.5719,0.0,0.837,0.163
382,83,FoxNews,Newly released texts between ex-Mueller team members suggest they knew outcome of Clinton email probe in advance https://t.co/KFKWFxPL1r,Mon Jan 22 03:01:54 +0000 2018,0.0,0.0,1.0,0.0
383,84,FoxNews,"Explosive device triggers fire at Florida mall, forcing evacuation https://t.co/4kaa3Rc50k",Mon Jan 22 03:01:38 +0000 2018,-0.34,0.0,0.789,0.211
384,85,FoxNews,".@chuckschumer: ""We have yet to reach an agreement on a path forward that would be acceptable for both sides.""… https://t.co/80ZQVewNcg",Mon Jan 22 02:55:35 +0000 2018,0.6808,0.292,0.708,0.0
385,86,FoxNews,Shutdown enters third day as McConnell calls for bipartisan compromise: 'Step back from the brink' https://t.co/7hKqLsf5Tv,Mon Jan 22 02:46:54 +0000 2018,0.0,0.0,1.0,0.0
386,87,FoxNews,BREAKING NEWS: #Shutdown enters third day as @SenateMajLdr calls for bipartisan compromise: 'Step back from the bri… https://t.co/ANPbiKZbaV,Mon Jan 22 02:36:02 +0000 2018,0.0,0.0,1.0,0.0
387,88,FoxNews,BREAKING NEWS: Senate sets Monday at noon vote on ending government shutdown; @ChadPergram reports. https://t.co/pJC1Uk2dao,Mon Jan 22 02:34:49 +0000 2018,0.0,0.0,1.0,0.0
